,song_title,artist,acousticness,danceability,duration_ms,energy,instrumentalness,loudness,tempo,valence
1838,Gave Me Something,Jess Glynne,0.0345,0.589,207145,0.83,0.0,-5.547,94.999,0.595
1839,Hold My Hand,Jess Glynne,0.00159,0.642,227344,0.823,0.0,-5.717,122.977,0.441
1840,"When Will My Life Begin - From ""Tangled""/Soundtrack Version",Mandy Moore,0.106,0.677,152333,0.437,0.0,-7.413,108.054,0.455
1841,"I See the Light - From ""Tangled""/Soundtrack Version",Mandy Moore,0.845,0.24,224240,0.16,0.0,-14.213,92.742,0.199
1842,Torn,Natalie Imbruglia,0.0647,0.575,244667,0.886,0.000187,-5.182,96.308,0.608
1843,Ain't Nobody,Chaka Khan,0.197,0.794,281773,0.891,9.04e-05,-6.918,104.315,0.813
1844,Dreams,The Cranberries,0.0029,0.555,271560,0.63,0.00681,-13.11,128.661,0.488
1845,I Knew I Loved You,Savage Garden,0.307,0.556,251253,0.517,0.00115,-8.769,169.938,0.779
1846,Un-Break My Heart,Toni Braxton,0.413,0.625,270333,0.426,0.0,-8.392,110.018,0.123
1847,Breathe Again,Toni Braxton,0.0704,0.689,269173,0.677,0.0,-6.36,153.919,0.265
1848,You're Makin' Me High,Toni Braxton,0.0117,0.852,267440,0.563,1.96e-05,-8.663,92.112,0.887
1849,My Little Secret,Xscape,0.371,0.814,268040,0.431,0.0,-9.125,129.957,0.546
1850,One Of Those Love Songs,Xscape,0.0527,0.701,255453,0.383,0.0,-9.016,135.877,0.241
1851,Softest Place On Earth,Xscape,0.415,0.773,256720,0.309,0.00014,-8.5,128.105,0.411
1852,The Arms of the One Who Loves You,Xscape,0.311,0.657,260427,0.456,0.0,-8.917,115.4,0.181
1853,He Wasn't Man Enough,Toni Braxton,0.00947,0.739,261933,0.947,2.99e-05,-1.915,88.009,0.762
1854,Secret Love Song,Little Mix,0.259,0.534,249813,0.642,0.0,-3.971,92.963,0.139
1855,I Can't Fall in Love Without You,Zara Larsson,0.784,0.485,180640,0.332,0.000122,-9.244,130.813,0.255
1856,Lost Boy,Ruth B.,0.965,0.71,275280,0.0565,0.0,-15.099,123.994,0.352
1857,Yesterday,Atmosphere,0.524,0.849,203720,0.531,0.0,-5.534,91.927,0.771
1858,Honest,Joseph,0.622,0.413,168480,0.439,0.00562,-8.537,97.942,0.336
1859,When Will I Learn,Kina Grannis,0.904,0.513,193917,0.274,9.27e-06,-13.577,129.834,0.381
1860,Lady Brain,The Harmaleighs,0.701,0.447,171046,0.288,1.56e-06,-9.131,139.522,0.352
1861,Cleopatra,The Lumineers,0.265,0.546,201413,0.76,7.47e-05,-6.763,151.456,0.461
1862,Heavy,Birdtalker,0.286,0.614,264151,0.549,2.64e-06,-6.986,77.926,0.255
1863,Celeste,Ezra Vine,0.0299,0.604,203310,0.841,0.00382,-5.145,138.976,0.585
1864,Don't Say,Lullanas,0.859,0.606,201333,0.411,0.00247,-11.765,117.819,0.234
1865,Like Home,Colin & Caroline,0.323,0.661,186492,0.544,0.0222,-11.193,139.012,0.307
1866,I Know,Sammy Brue,0.395,0.644,195107,0.523,0.0,-7.66,95.966,0.453
1867,Adventurers,Holley Maher,0.208,0.645,150706,0.52,0.0,-7.417,169.986,0.395
1868,Back to You,WILD,0.0897,0.499,195000,0.94,7.28e-05,-2.741,112.02,0.451
1869,Memorial Day,The Accidentals,0.185,0.52,238093,0.497,0.00785,-9.925,148.895,0.41
1870,Fire,Majozi,0.0754,0.655,202163,0.873,0.0,-4.992,130.018,0.571
1871,I Keep Ticking On,The Harmaleighs,0.245,0.602,156360,0.771,0.0,-4.494,125.024,0.387
1872,Automatic,Castro,0.266,0.626,233760,0.601,0.00405,-6.4,120.046,0.187
1873,Ohio - filous Remix,Damien Jurado,0.58,0.599,245960,0.699,0.276,-7.588,120.927,0.312
1874,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,0.0331,0.678,198760,0.783,1.51e-05,-4.672,102.0,0.687
1875,Bath Salts,Travis Hayes,0.0816,0.611,152869,0.487,0.116,-10.629,105.034,0.667
1876,"Nocturne No.1 In B Flat Minor, Op.9 No.1",Frédéric Chopin,0.994,0.206,336000,0.0347,0.828,-25.351,67.584,0.0378
1877,Semi-Charmed Life,Third Eye Blind,0.00832,0.64,268360,0.864,0.0,-6.576,102.026,0.735
1878,Mr. Jones,Counting Crows,0.211,0.581,272507,0.817,1.42e-06,-6.542,141.607,0.772
1879,Two Princes,Spin Doctors,0.00162,0.543,256733,0.912,2.1e-06,-10.71,103.731,0.83
1880,Save Tonight,Eagle-Eye Cherry,9.24e-05,0.547,239227,0.693,5.46e-05,-8.786,119.567,0.581
1881,Hey Jealousy,Gin Blossoms,0.00117,0.464,236067,0.785,1.46e-06,-7.42,153.005,0.505
1882,Good,Better Than Ezra,0.000372,0.615,185093,0.657,0.0204,-6.873,109.95,0.78
1883,If You Could Only See,Tonic,0.00131,0.417,263280,0.946,0.0,-4.056,95.245,0.501
1884,You Get What You Give,New Radicals,0.171,0.618,300773,0.896,0.0,-5.357,113.961,0.727
1885,Why I'm Here,Oleander,0.00913,0.638,238093,0.666,0.000843,-7.056,100.01,0.474
1886,Lump,The Presidents Of The United States Of America,0.00468,0.499,134200,0.873,0.0,-3.902,142.726,0.869
1887,Someday - Remastered,Sugar Ray,0.0108,0.743,243333,0.67,0.0702,-4.547,110.832,0.934
1888,All I Want,Toad The Wet Sprocket,0.0558,0.6,196116,0.811,6.82e-06,-7.693,124.303,0.601
1889,Push,Matchbox Twenty,0.0067,0.42,238667,0.672,0.0,-7.902,168.019,0.459
1890,What's Up?,4 Non Blondes,0.16,0.561,295493,0.555,0.0,-9.734,134.369,0.509
1891,Absolutely (Story of a Girl) - Radio Mix,Nine Days,0.000891,0.481,189333,0.94,0.0,-5.204,96.493,0.643
1892,Roll To Me,Del Amitri,0.417,0.566,132307,0.804,0.0,-5.783,149.989,0.868
1893,Hey Leonardo (She Likes Me For Me),Blessid Union Of Souls,0.0437,0.637,208493,0.846,0.0,-3.663,103.119,0.596
1894,Inside Out,Eve 6,0.114,0.483,219467,0.818,0.0,-7.666,175.668,0.69
1895,Blister in the Sun - 2002 Remastered Version,Violent Femmes,0.219,0.701,144333,0.261,0.0,-19.846,97.042,0.895
1896,Cannonball,The Breeders,0.00971,0.498,215573,0.685,0.775,-11.795,112.49,0.781
1897,Iris,The Goo Goo Dolls,0.00133,0.291,289907,0.79,5.61e-06,-5.683,155.667,0.493
1898,Into Your Arms,The Lemonheads,0.0271,0.48,164467,0.891,3.24e-06,-5.001,123.961,0.646
1899,Mmm Mmm Mmm Mmm,Crash Test Dummies,0.25,0.58,235173,0.575,1.83e-05,-7.72,92.934,0.372
1900,Hollaback Girl,Gwen Stefani,0.35,0.926,199853,0.916,6.17e-06,-2.221,110.007,0.903
1901,SexyBack,Justin Timberlake,0.0584,0.967,242733,0.583,0.0,-5.562,117.0,0.965
1902,I Gotta Feeling,The Black Eyed Peas,0.0823,0.741,289133,0.748,0.0,-6.299,127.965,0.616
1903,...Baby One More Time,Britney Spears,0.185,0.757,211160,0.725,5.56e-05,-4.86,92.96,0.887
1904,Genie In A Bottle (Album Version),Christina Aguilera,0.173,0.618,217893,0.794,0.000226,-6.985,175.822,0.919
1905,Fantasy,Mariah Carey,0.139,0.671,243493,0.727,0.0,-7.585,102.358,0.82
1906,No Scrubs,TLC,0.0251,0.743,214400,0.675,0.000717,-4.267,92.909,0.604
1907,Drive,Incubus,0.0661,0.639,232987,0.849,0.02,-5.474,90.562,0.668
1908,My Own Worst Enemy,Lit,0.00129,0.494,169027,0.946,0.0,-2.757,103.408,0.713
1909,Wannabe - Radio Edit,Spice Girls,0.101,0.768,173027,0.864,0.0,-6.145,110.008,0.876
1910,Tearin' up My Heart - Radio Edit,*NSYNC,0.0028,0.686,211000,0.915,7.16e-06,-4.447,110.054,0.784
1911,I Try,Macy Gray,0.313,0.593,239440,0.642,0.000582,-7.284,76.403,0.755
1912,Ironic,Alanis Morissette,0.25,0.295,225933,0.593,0.0,-7.572,85.482,0.361
1913,Learn to Fly,Foo Fighters,1.92e-05,0.439,234800,0.931,1.21e-05,-2.59,135.944,0.516
1914,Smooth,Santana,0.16,0.609,294987,0.923,4.73e-06,-3.908,115.996,0.96
1915,I Want It That Way,Backstreet Boys,0.161,0.667,213000,0.728,0.0,-5.476,99.014,0.449
1916,Truly Madly Deeply,Savage Garden,0.43,0.566,279400,0.705,0.0,-7.569,168.152,0.785
1917,(You Drive Me) Crazy,Britney Spears,0.0534,0.748,198067,0.939,0.0,-4.288,104.001,0.962
1918,Pretty Fly (For a White Guy),The Offspring,0.0962,0.72,188107,0.898,0.0,-3.701,143.431,0.964
1919,Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,0.0449,0.706,225253,0.893,1.04e-06,-4.355,108.006,0.616
1920,Remember the Time,Michael Jackson,0.153,0.831,239227,0.921,0.00213,-2.383,108.002,0.808
1921,Meet Virginia,Train,0.0863,0.675,239933,0.553,7.58e-06,-7.775,90.02,0.57
1922,Last Kiss,Pearl Jam,0.363,0.622,195467,0.692,0.000158,-6.97,112.053,0.758
1923,Jump,Kris Kross,0.000501,0.749,195107,0.745,0.00403,-10.625,101.972,0.461
1924,"Girls, Girls, Girls",Mötley Crüe,0.0296,0.6,270427,0.931,7.1e-05,-4.647,140.123,0.527
1925,Don't Stop Me Now - Remastered 2011,Queen,0.0475,0.559,209413,0.868,0.000176,-5.276,156.295,0.608
1926,Coming Around Again,Carly Simon,0.632,0.631,219160,0.363,4.64e-05,-14.331,138.367,0.268
1927,Hips Don't Lie,Shakira,0.284,0.778,218093,0.824,0.0,-5.892,100.024,0.767
1928,Don't Cha,The Pussycat Dolls,0.00542,0.875,272080,0.631,2.54e-06,-3.475,120.002,0.552
1929,Every time we touch,Cascada,0.00281,0.633,197124,0.976,1.29e-05,-5.362,142.027,0.471
1930,Where Is The Love?,The Black Eyed Peas,0.101,0.835,272533,0.687,0.0,-3.18,94.059,0.826
1931,Don't Stop The Music,Rihanna,0.0446,0.853,267080,0.676,3.37e-05,-5.533,122.65,0.558
1932,Survivor,Destiny's Child,0.0559,0.514,254027,0.911,0.0,-2.027,161.109,0.614
1933,Last Friday Night (T.G.I.F.),Katy Perry,0.00125,0.649,230747,0.815,4.31e-05,-3.796,126.03,0.774
1934,"Whenever, Wherever",Shakira,0.265,0.793,197027,0.832,6.84e-06,-4.861,107.647,0.859
1935,Poker Face,Lady Gaga,0.12,0.851,237200,0.806,1.39e-06,-4.618,119.002,0.769
1936,Complicated,Avril Lavigne,0.0572,0.585,244507,0.776,7.74e-06,-5.898,77.987,0.43
1937,Das Lied Der Schluempfe,Vader Abraham,0.132,0.658,243493,0.781,0.0,-8.759,168.883,0.929
1938,Because We Want To,Billie Piper,0.121,0.81,226333,0.885,3.39e-06,-10.116,107.024,0.853
1939,Cheeky Song (Touch My Bum),The Cheeky Girls,0.0174,0.757,205080,0.902,6.04e-06,-6.747,130.05,0.853
1940,Agadoo - original,Black Lace,0.00599,0.618,187760,0.96,0.0,-6.382,131.988,0.949
1941,Achy Breaky Heart,Billy Ray Cyrus,0.0561,0.766,204960,0.725,0.0,-6.36,121.797,0.964
1942,Jenny from the Block - Track Masters Remix,Jennifer Lopez,0.00733,0.845,187840,0.768,5.04e-06,-5.448,100.0,0.954
1943,Look At Me,Geri Halliwell,0.0581,0.64,272160,0.947,0.0,-3.925,145.108,0.68
1944,(Everything I Do) I Do It For You,Bryan Adams,0.0803,0.524,393827,0.429,1.37e-05,-10.064,131.206,0.237
1945,Against All Odds (Take a Look at Me Now),Mariah Carey,0.573,0.498,200400,0.467,0.0,-7.283,117.78,0.402
1946,Anyone Can Fall In Love,Anita Dobson,0.284,0.672,212288,0.709,0.000608,-7.884,98.972,0.652
1947,There's No One Quite Like Grandma - 2003 Remastered Version,St. Winifred's School Choir,0.674,0.528,182213,0.271,0.0,-12.762,136.08,0.49
1948,Earth Song - Remastered Version,Michael Jackson,0.453,0.511,406280,0.453,0.000212,-6.803,138.309,0.142
1949,The Lady In Red,Chris de Burgh,0.342,0.53,259040,0.445,4.28e-06,-10.907,77.092,0.495
1950,"My Heart Will Go On (Love Theme from ""Titanic"")",Céline Dion,0.707,0.433,281253,0.364,3.75e-06,-8.842,98.981,0.0384
1951,Can I Touch You...There?,Michael Bolton,0.267,0.563,315787,0.847,0.0,-6.19,82.757,0.81
1952,Lucky,Britney Spears,0.25,0.764,205507,0.811,0.000112,-5.245,95.024,0.967
1953,Believe,Cher,0.00754,0.653,238693,0.933,0.0,-6.041,132.965,0.413
1954,Macarena,Los Del Rio,0.422,0.927,249382,0.721,4.36e-05,-12.561,103.018,0.966
1955,Boys,Sabrina,0.16,0.85,234827,0.623,0.523,-12.256,119.891,0.963
1956,Shaddap You Face,Joe Dolce,0.441,0.762,193160,0.705,0.0,-5.082,119.439,0.776
1957,Ice Ice Baby,Vanilla Ice,0.0336,0.959,268840,0.545,0.0,-14.855,115.266,0.733
1958,Touch Me (I Want Your Body),Samantha Fox,0.154,0.664,222029,0.679,0.000307,-9.08,104.851,0.728
1959,Grandad,Clive Dunn,0.719,0.836,204827,0.395,1.4e-05,-12.015,104.058,0.575
1960,Puppy Love,Donny Osmond,0.537,0.191,184800,0.664,1.23e-06,-4.125,203.822,0.545
1961,Girl You Know It's True,Milli Vanilli,0.00769,0.771,197933,0.812,0.0013,-6.113,97.721,0.524
1962,Mysterious Girl,Peter Andre,0.0588,0.653,216613,0.748,0.0,-6.323,172.008,0.809
1963,Every Loser Wins,Nick Berry,0.721,0.366,191009,0.363,0.000636,-9.768,132.758,0.262
1964,MMMBop,Hanson,0.00513,0.685,267947,0.948,0.00347,-5.182,104.881,0.627
1965,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,0.677,0.423,322933,0.655,0.0,-5.374,103.72,0.298
1966,"To Roz Bikini (Itsy, Bitsy, Teenie, Weenie)",Polina,0.483,0.687,152400,0.724,0.0,-4.206,139.705,0.974
1967,Hoochie Mama,2 LIVE CREW,0.00141,0.895,179000,0.883,0.000383,-8.919,131.644,0.893
1968,Rockstar,Nickelback,0.0459,0.616,252040,0.91,0.0,-3.004,144.073,0.684
1969,Miracles,Insane Clown Posse,0.288,0.668,312640,0.897,0.0,-3.982,95.952,0.512
1970,Fuck You Bitch,Wheeler Walker Jr.,0.0364,0.549,202787,0.576,1.94e-06,-6.282,118.709,0.462
1971,Fog On the Tyne,Lindisfarne,0.141,0.615,203067,0.403,0.0,-17.264,80.171,0.707
1972,Cha Cha Slide,Mr. C,0.0423,0.854,222080,0.903,0.00576,-6.821,131.02,0.818
1973,How You Remind Me - LP Mix,Nickelback,0.00135,0.446,223840,0.764,0.0,-5.042,172.094,0.52
1974,Burn It To The Ground,Nickelback,0.000204,0.614,211067,0.873,0.504,-6.353,132.074,0.615
1975,If Today Was Your Last Day,Nickelback,8.67e-05,0.485,249067,0.911,0.0,-5.749,89.956,0.55
1976,When We Stand Together,Nickelback,0.000102,0.446,190787,0.9,1.89e-05,-3.541,187.961,0.884
1977,Fuck Kd,StaRR Lyfe,0.0707,0.947,150152,0.829,0.0,-5.337,129.991,0.837
1978,Now I Do What I Want,Lil Zay Poppin,0.17,0.466,183484,0.72,0.0,-6.105,139.87,0.393
1979,300 Violin Orchestra,Jorge Quintero,0.342,0.591,178026,0.75,0.363,-6.599,149.931,0.38
1980,Shape of You (Major Lazer Remix) [feat. Nyla & Kranium],Ed Sheeran,0.00574,0.682,192000,0.812,0.0,-2.691,104.891,0.347
1981,Party Monster,The Weeknd,0.181,0.585,249213,0.612,1.03e-05,-8.341,77.487,0.173
1982,U got 2 believe,Paulo Mendonca,0.00194,0.616,208332,0.908,0.00235,-6.867,92.984,0.81
1983,Sah,Al Massrieen,0.626,0.682,224000,0.518,0.43,-10.089,118.539,0.963
1984,Oh Devil,Electric Guest,0.119,0.904,217587,0.517,0.0147,-7.287,96.999,0.722
1985,Shut Up and Dance,WALK THE MOON,0.00701,0.578,199080,0.866,0.0,-3.804,128.038,0.619
1986,Anna Sun,WALK THE MOON,0.00173,0.472,321280,0.844,0.0,-6.578,140.034,0.343
1987,Work This Body,WALK THE MOON,0.0283,0.421,175907,0.831,0.0,-5.128,134.027,0.489
1988,Tightrope,WALK THE MOON,8.39e-05,0.467,209187,0.794,0.00204,-6.174,162.435,0.577
1989,Different Colors,WALK THE MOON,0.000797,0.48,222053,0.826,1.01e-06,-4.602,96.0,0.701
1990,Avalanche,WALK THE MOON,0.00059,0.594,218720,0.858,3.11e-06,-4.339,138.021,0.646
1991,Jenny,WALK THE MOON,0.000366,0.544,245133,0.788,0.0,-5.593,148.121,0.821
1992,Portugal,WALK THE MOON,0.00749,0.446,241253,0.881,0.0,-4.368,169.889,0.428
1993,Quesadilla,WALK THE MOON,0.0019,0.551,195280,0.732,0.0,-6.081,145.107,0.628
1994,Aquaman,WALK THE MOON,0.51,0.63,240000,0.772,2.26e-05,-6.986,99.964,0.714
1995,Paris - Pegboard Nerds Remix,The Chainsmokers,0.0202,0.333,174240,0.913,0.0,-3.722,99.889,0.129
1996,Quit You - Wuki Remix,Lost Kings,0.00363,0.743,259889,0.889,0.143,-5.567,103.963,0.186
1997,Don't Let Me Down - Zomboy Remix,The Chainsmokers,0.00087,0.465,265600,0.953,0.0146,-4.684,160.064,0.554
1998,Faded - Slushii Remix,Alan Walker,0.0316,0.68,211853,0.725,1.81e-05,-3.92,140.048,0.26
1999,Can't Get Enough - Pegboard Nerds Remix,Tommie Sunshine,0.00499,0.619,245656,0.949,0.000418,-4.64,149.935,0.257
2000,Light - Loosid Remix,San Holo,0.0935,0.52,231667,0.809,0.0035,-4.18,170.032,0.362
2001,Something Just Like This - ARMNHMR Remix,The Chainsmokers,0.00262,0.484,224320,0.609,0.0,-5.652,131.049,0.266
2002,Without U,Steve Aoki,0.0301,0.583,224092,0.891,3.25e-06,-3.495,149.843,0.321
2003,Hold Up,Borgeous,0.000461,0.562,201031,0.96,0.0383,-2.981,159.927,0.311
2004,Phone Down - Dodge & Fuski Remix,Lost Kings,0.0969,0.595,198400,0.975,0.0,-2.339,150.001,0.183
2005,Spoon Me - Slushii Remix,Elliphant,0.0216,0.526,216072,0.825,1.39e-06,-3.506,150.181,0.108
2006,Scared To Be Lonely (Conro Remix),Martin Garrix,0.178,0.501,202839,0.683,2.7e-06,-4.261,154.901,0.307
2007,Let It Go - Scott Melker & Mister Gray Remix,NERVO,0.00217,0.639,296276,0.978,0.112,-2.376,144.986,0.494
2008,"Call On Me - EDWYNN X TIKAL, Spirix Remix",Starley,0.0541,0.646,160408,0.714,0.0,-6.511,97.957,0.589
2009,Aamon,Kuuro,0.00499,0.595,224000,0.837,0.0359,-6.011,149.964,0.331
2010,Hey Baby - Steve Aoki Remix,Dimitri Vegas & Like Mike,0.00231,0.624,206013,0.971,0.121,-0.935,102.003,0.442
2011,Brightside - Borgeous Remix,Icona Pop,0.000586,0.528,245053,0.879,0.00489,-5.891,128.268,0.327
2012,Like A Bitch - Kill The Noise Remix,Kill The Noise,0.00106,0.584,274404,0.932,0.00269,-3.501,74.976,0.211
2013,Candy,Dillon Francis,0.0877,0.894,182182,0.892,0.00167,-2.663,110.041,0.867
2014,Habit - Dack Janiels & Wenzday Remix,Rain Man,0.00857,0.637,207200,0.935,0.00399,-2.467,150.082,0.47
2015,First Contact,Twin Moons,0.00164,0.557,185600,0.992,0.677,-2.735,150.011,0.623
2016,I Wanna Get Better,Bleachers,0.00281,0.446,204520,0.915,3.87e-05,-6.221,190.013,0.402
